id,comment
01794-17,@user JAJAJAJA ES SEGURO JAJAJA
01794-18,@user Lo siento deja de ser un estorbo nadie te ama
01794-19,"@user no sabes nada de mí vida, que sabes si me quieren o no, ni siquiera me conoces en persona"
01794-20,"Tenes que entender capo que aunque algo sea pacifico no significa que deje de ser ridiculo 
Un saludo"
01794-21,"@user 
Claro y a la vez acusa a todos los hombres de violadores, que engaña a sus espectadores solo para hacerse las victimas y difaman a personas ajenas a ellas como son a la policia, a los jueces y al mismo estado 

Claro pero no nos podemos burlar solo por dos frases de mierda, claro eso salva después todo el circo"
1795,👍💕ǟ9
01795-01,Feminazi feminazi
01795-02,Feminazis ridiculas
01795-03,@C C onvre
01795-04,@user onvre
01795-05,@user onvre
01795-06,@user Hola retroexcavadora hidráulica si es Que es tu genero
01795-07,@user unas cuantas clases de ortografía y estarás bien
01795-08,@user feminazi detected
01795-09,"C C jajajaja, ahora ya salen con cualquier estupidez las feministas con esas cosas de su “ideología de género”"
01795-10,@user Quien carajo Le pone de segundo apellido Burrola que sos burra feminazi 😂😂er
01795-11,@user Amo como te proclamas mente abierta y te la pasas diciendo onvre. Sigue así! Me das aún más material de entretenimiento 👍💓 m
1796,MENUDA PANDA DE FEAS REPRIMIDAS
01796-1,Al menos ellas gacen algo
01796-2,Ingorante
01796-3,Ridiculo
01796-4,"@user JAJAJAJA, NO TE PIQUES FEEEEAA"
1797,"Que verguenza estas estupideces, si tienen mucha rabia con los hombres y quieren igualdad que se vayan para la guerra también y que presten servicio militar!!!!"
01797-01,"El feminismo busca la liberación de la mujer, por consecuencia, equidad."
01797-02,"nada que ver lo que decís, las mujeres pueden ir pero no a combatir."
01797-03,"Exacto, además si no pueden ir es por la culpa del machismo debido a que se piensa que las mujeres son débiles."
01797-04,"Ustedes se acomodan a lo que le covienen! Por eso nunca están en profesiones pesadas como obreros, trabajos difíciles! No me @usera con cuenticos..."
01797-05,"@user wtf, literalmente tengo tías que se dedican a eso. No vas a obligar a las mujeres a que se inscriban al servicio militar cuando a ti nadie te obliga. Ustedes son los que tienen privilegios."
01797-06,Y lo de la igualdad esta muy bien así debe ser pero es por culpa mismo de la mujeres que por la estadística nunca han estado por igual en trabajos de resistencia pesados! Las obras de infraestructura mundial han sido logrados solo por los hombres!
01797-07,@user pienso que nadie nace encadenado o encarcelado es el producto de sus propios esfuerzos y de superación!
01797-08,"@user Señor, el feminismo no busca igualdad."
01797-09,"@user obvio noooo pero si quieren igualdad, deben empezar a marchar es para que sean tratadas igual que los hombres en todo tipo de trabajos y que no importe su nivel de riesgo!"
01797-10,"@user Ese es el punto a, no se quiere igualdad."
01797-11,@user También se marcha para eso.
01797-12,"@user entonces me parece algo ilógico estan generalizando es como yo decir que hay muchas mujeres mayores pedofilias no es correcto, que coloquen ¡violador eres tu! están condenando a cada hombre de buenos valores y que respetan a las mujeres osea que yo soy un violador que tal que descaro e sido una persona de principios y valores toda mi vida! Y no e sido machista ni lo seré jamas pero hay que ser coherentes!"
01797-13,@user a mi me parece que no es cierto igualdad si hay empezando por que ganan lo mismo que un hombre lo que pasa es que lo que le digo buscan profesiones que les convienen.
01797-14,@user se nota tu machismo interiorizado al intentar desvalorizar una lucha de años.
01797-15,"@user Igual que a los hombres, cada persona escoge la profesión a la que más se adapte."
01797-16,"@user Igualdad por dónde. Te lo repito, NO BUSCAMOS IGUALDAD"
01797-17,@user a usted se le nota su feminismo!
01797-18,"@user Ser feminista no está mal, machista sí."
01797-19,@user jajajajaj a vea pues no sabia!
01797-20,@user para mi si esta mal ese feminismo!
01797-21,"@user no estamos porque según la sociedad la mujer es más débil que el hombre, cuando los dos pueden hacer cualquier trabajo."
01797-22,@user porque sos un onvre
01797-23,@user exactooooooooo pero es por que no quieren!
01797-24,"@user NO ESTÁN GENERALIZANDO, no están diciendo que TODOS los hombres son asesinos y violadores, están señalando a los que lo son. Que te sientas tocado es otra cosa."
01797-25,"@user ¿quién dijo que no? Hay mujeres que trabajan de cosas que son para """"""hombres""""'"
01797-26,@user No me vale de nada que busque equidad si después van a darle más prioridad a la muerte de una mujer solo por ser mayoria. ASESINATO ES ASESINATO
01797-27,@user ¿ah?
01797-28,"Redacta bien, no te entiendo."
1798,Feminazis
01798-1,Onvre
01798-2,@user puñal
01798-3,@user NO LE DIGAS ESO QUE SON FRÁGILES JAJDJD SE OFENDEN
01798-4,Onvre
01798-5,@user Claro envra si no somos como tu cuando dicen que los reggaetoneros son puro sobrevalorado
1799,"AMBAR PRESENTE !!! ..AHORA Y SIEMPRE... ..EL SISTEMA , LOS JUECES , EL ESTADO OPRESOR ..CULPABLES Y CÓMPLICES !!!"
01799-1,"No me informe mucho de eso pero, porque serian complices?"
01799-2,Cuanta idiotez la tuya que tiene que ver los jueces el sistema el gobierno y el estado en las idioteces de otros?
01799-3,Tanta estupidez en solo 15 palabras
1800,1:26 me encanta esa parte
01800-01,A mí se me pegó esa parte xd
01800-02,@user pero por lo que dise 💜t
01800-03,@user ni idea pero es pegadizo xD
01800-04,@user no eres de chile verdad?
01800-05,"@user nop, soy de argentina"
01800-06,@user por eso no entiendes esa parte ☺
01800-07,"@user tampoco es que me importe, es pegadizo y ya xd"
01800-08,@user 👌c
01800-09,Igual las feministas quieren expandir el estado xddJDNDKXMXM
01800-10,"No cabe duda que aczino es el mejor MC del mundo, hasta en Chile gritan por él"
01800-11,@user el estado en Chile es el estado mas corrupto asesino
01800-12,@user si claro soy de chile y hay peores solo lo dices por los pacos y ademas los pacos no son tan malos solo asen su trabajo y nose por que te digo esto si tu no vas a estar ni hay.
01800-13,@user buta harto mal hacen su trabajo los Pacos que queri que te diga
01800-14,@user pense que erai la pizza
01800-15,@user y por cierto no todos los pacos son malos hay que entender que hay buenos y malos
1801,"LA MUJER FEMINAZI JUZGA POR NACER, POR EL DERECHO A LA VIDA ESE DERECHO SE LO DIERON A ELLAS HACE MUCHOS AÑOS."
01801-1,Que ladras ahora?
01801-2,@¿Podemos llegar a 24.000 subs? que ladras tu
01801-3,otro onvre
01801-4,@user Otra envra intento de mujer
01801-5,@user ¿quien dijo que soy mujer? envra JAJDJDJD
01801-6,@user ¿intento por qué?
01801-7,@user envra!!
1802,Sono tengo que decir esto: Ridículas.
01802-1,"Ridiculo tu, al menos ellas hacen algo y tu ahi chingando sin informate"
01802-2,@user Si tanto buscan hacer algo vayan a argumentar al congreso y dejense de joder con las marchas...
1803,Me están dando ganas de bailar un pinché cumbion bien loco
1804,LA LESVI GO PACHAJANGA.
1805,Una vez más ha triunfado el patriarcado
01805-01,"de verdad no entiendo a los onvrez, algunos dicen que no hay y otros dicen que arriba, necesitan pensar mejor."
01805-02,"@user te lo tomaste re a pecho, es una broma ¿No lo captas?"
01805-03,"@user bueno, chiste no es y ni siquiera da risa"
01805-04,"@user depende de la persona, a mí si me dio gracia, aunque seguramente a alguien más también le dio gracia y al otra persona tampoco le habrá hecho gracia, coo dije depende de la persona.
Hay una diferencia entre chiste y broma."
01805-05,@user que humor de mierda HAJSJDJD
01805-06,"@user no, no es ""malo"" es para otra forma de pensar (que no es como la tuya)"
01805-07,@user sólo se ríe la gente que tiene la mente cerrada
01805-08,"@user en realidad sería lo que tienen la mente abierta, porque está en sintonía con los demás comentarios acoplandose a la broma de que todos los hombres están apoyados por el ""patriarcado"" en conclusión TU no la entiendes."
01805-09,"@user bueno onvre, seguí con ese supuesto """"""humor"""""""
01805-10,"@user onvre? Bueno, no es una palabra ""real"" fue creada por vagas, y parece que te ofendiste, y no es supuesto humor, es humor,que tú no entiendes o no quieres entender"
01805-11,"@user Lo mismo aplica a las feministas, cuyas marchas las financia el estado y luego lo acusan de violador. Por razones así no tengo ideología ;)"
1806,me diculpo tanto por que hace 8 meses esto me daba tanta risa como pude caer tan bajo...
01806-1,"Hace 8 meses eras mas inteligente

Edit:el grupo de las 3 feminazis me atacaron"
01806-2,@user No lo entenderias JAJ
01806-3,@user en realidad no.
01806-4,@user no Jjajjajajau
1807,Así nació un meme xd
1808,"Intentando meter ideologias fracasadas usando ritmos pegajosos...que burdo, aunque no falta la que cae"
1809,"Yo solo @user o a Bailar :""v esta ropita que no se olvida"
1810,Si fuera en estafos unidos eso no le iria a bien a ellad
1811,"Yo soy brasileiro y viví en Chile como siete meses, en la Serena e Santiago, y si, la cultura chilena es muuuuuy machista y los tipos, obvio que no son todos, son muy imbéciles en lo que diga respecto al respecto de un hombre para con una mujer."
1812,"cuando te acusan de violador y asesino
yo: sin hacer nada
wowowowowowo jpg"
01812-01,Porque no señala a nadie 🤦‍♀️ es para concientizar si te sientes atacado ya es problema tuyo 🤷‍♀️_x40000000__x2ede7673_
01812-02,@user ya siéntese señora
01812-03,@user y también si te ofendes por humor negro es culpa tuya
01812-04,@user Solitario señorita demorate un poco
01812-05,"el humor negro es humor racista, clasista, homofobo, machista o misogino tal cual chicos, les recomiendo ir a una pagina en instangram que trata sobre las masculinidad de este siglo @demachosahombres es un sitio hecho por hombres para hombres creo que oyendolos y leyendolos aprenderan muchas cosas 💜👍"
01812-06,@user Solitario el canto es para violadores si te sientes ofendido no deberias porque no perpetuas esas conductas verdad? Entonces porque ofenderse? 🤷‍♀️t
01812-07,@user Solitario te recomiendo ir a una pagina en instangram @demachosahombres aprenderas mucho es un sitio de hombres para hombres 👍 ojala te sirvae
01812-08,"Maria @user aún así sigue siendo humor, puede no gustarte pero debes entender qué hay muchas personas que si lo disfrutamos y que ninguno de los chistes debe de ser tomado enserio, porque a fin de cuentas el humor es subjetivo"
01812-09,@user el humor si ataca no es subjetivo debes empatizar y debemos dejar de perpetuar ese tipo de comportamientos escuxando que es humor aun asi no quita que sean faltas graves de respeto y que atentan contra el derecho de otras personas 👎a
01812-10,"¿Entiendes la palabra “libertad de expresión”? ¿O quieres ser una dictadora comunista que nos dicte de que reírnos y de qué no? Esto es internet, aquí todos se burlan de todos, y como ya te dije, estas en todo tu derecho de que no te guste el humor, pero debes entender qué hay gente que si lo disfruta, lo que a ti te da risa a mi puede no darme risa y viceversa ¿Atentar contra el derecho de otras personas? ¿Hacer una crítica o humor ya les quita sus derechos a las mujeres o atenta contra su vida? Chida tu lógica"
01812-11,"@user esta tipa es como @user, pero versión que se victimiza más, hasta su perfil es de color verde como el de Kartosen"
01812-12,@user Espero que algun día todas las versiones de kartosen se desinstalen twitter (la fabrica de feminazis)
01812-13,"@user la libertad de expresión tambien tiene limites y no puede vulnerar los derechos de las demas personas excusandote en ""libertad de expresión"", tu libertad de expresión termina donde el derecho de otra persona comienza ojo"
01812-14,@user no me victimizo las cosas como son
01812-15,@user hola no tengo twitter 👍g
01812-16,"no puedes justificar ser machista, homofóbico, transfobico o racista con ""humor negro"""
01812-17,"¿y quien aquí está siendo machista, racista, homofóbico o transofobico? Si tu manera de dar tu mensaje llama más la atención que el mensaje mismo, algo está mal"
01812-18,"Maria @user “Respeto tu opinión sobre diversos temas, pero reafirmo mi libertad de expresión burlándome de todos modos” Eres igual que todas las otras feministas que mencioné, entiéndelo, ¿hacer críticas al movimiento es atentar contra las personas que participan en él? Se me hace muy tonta tu lógica. No le vas a dictar a nadie que pueden criticar y que no, tampoco vas a dictarles de que pueden reírse y de que no, tú no le vas a imponer nada a nadie porque tu no eres la dueña de la libertad de expresión"
01812-19,"@user es solo humor si hay gente estúpida que se ofende por chistes no es mi problema, a mi me gusta el humor negro por que es solo humor más picante pero nadie está golpeando a alguien por que solo ésta destinado a hacer reir asi que por favor coherencia"
01812-20,@user el humor jamás vulnera los derechos de los demás es solo humor y si la persona se ofende y se lo toma a pecho es su problema no tener autoestima y solo solo es humor jamás piensa o infringe los derechos. Como la cancion de el violador eres tu si se ofenden es su problema
01812-21,@user si ya te vimos pendeja
01812-22,la canción no va para ti
01812-23,"@user vos otra vez? MATA HOMBRES, TU ME OPRIMES"
01812-24,"@user Soy hombre y a parte no mato hombres y no te estoy oprimiendo, solo te estoy diciendo la verdad, la canción no va para ti"
01812-25,@user see see NO ME CUENTES TU VIDA CRACK
1813,Se escucha mejor en remix 🕺🕺🕺🕺nde
1814,que desgracia
01814-1,Desgracia la tuya
01814-2,Que no abres los ojos y te das cuenta lo que pasa en el mundo
01814-3,Vaya niñata que está echa
01814-4,"Martha Patricia Burrola Bernal Si, hay grupos de mujeres que buscan victimizarse y culpar de todo a un patriarcado que ni existe"
01814-5,"@user TODOS conocemos la violencia, solo que no nos fijamos en el género y en la mayoría/ minoría."
01814-6,@user retirate a hacer la cena
1815,De donde sale tanta loca??. Esperemos que maduren rápido el mundo las necesita cuerdas.
01815-1,vos tendrías que madurar y mirar lo que pasa en el mundo
01815-2,"@user 
Qué pasa en el mundo (?)"
01815-3,@user ¿y como voy a ver al mundo si estamos en cuarentena?
01815-4,@user cuando termine la cuarentena
01815-5,"@user mira ya yo soy más viejo y he visto este movimiento que en los inicios eran justos pero ahora muy cuestionables. Lo que siempre pasa es que cuando la mujer crece y madura ve el mundo diferente. Veras que no hay muchas mujeres grandes en el movimiento. En el mundo hay muchas personas malas, no solo hombres. Y desde hace 8000 años a los demás hombres nos corresponde dar la vida por su mujer y los hijos, defenderlos hasta la muerte. Las calles y lugares son peligrosos lametablemente, las leyes no van a quitar estas personas hasta que han hecho un daño. La politica de izquierda las está manipulando y confundiendo. Hablemos en 20 años a ver que piensas."
1816,Por eso las matan
1817,Yo al escuchar esto:a bailar un pinche cumbion bien loco
01817-1,Xd
1818,Viva las hombres.
01818-1,viva
1819,Lo unico que han logrado es sacar este temazo
01819-1,Y cambiar el mundo para mejor
01819-2,"@user no solo las de hace 40 años, las actuales solo quiren dinerondiciendo que el aborto deberia ser legal y diciendo que todos los hombres son violadores sin razon alguna y haciendo como su hubieran sido violadas"
01819-3,@user ci
01819-4,@user es chiste? Para reirme
1820,Me dan asco onvrez machista en los comentarios
01820-01,Ok
01820-02,Tu eres un onvre puñal
01820-03,Aprende a escribir mejor
01820-04,"@user calla onvre, aprendan a cocinar y dejen de ser tan inútiles y mentes cerradas."
01820-05,Exactamnete
01820-06,@user Feminazi detected
01820-07,@Sweet¡!soy hombre los hombres no cocinan
01820-08,"@user ¿quien dijo que no? mí hermano cocina y mí mamá trabaja, digo, capaz no sabes hacer nada y dependes de una mujer"
01820-09,@user tú lo as dicho no sé hacer nada y dependo de una mujer y me siento orgulloso
01820-10,"@user tendrían que respetarnos más así cómo los respetamos a ustedes, el termino onvre es para los que matan, violan, golpean o ven a la mujer cómo objeto sexual. Hombre de verdad es que respeta a las mujeres y no la juzga por su ropa."
01820-11,@user ahora las mujeres son las que mandan a los hombres
01820-12,Tú también eres onvre pendejo
01820-13,"Como si que tú no fueras ""onvre"""
01820-14,@user Mi papá trabaja en un restaurante puñeta
01820-15,@user Pueden tener otras habilidades además de ideológias y eso no los va a hacer más mentes cerradas solo porque no comparten tu ideología ;)
01820-16,"@user Un hombre (aunque también deben aplicarlo las mujeres) debe respetar al que se gana respeto. Si se dejaran de joder con las canciones y las marchas y dieran un argumento valido, el feminismo seria menos memeable."
01820-17,Como si que vo no fuerai hombre poo weon
1821,Hermosas
1822,como isso recomendou para mim
1823,@user o a reirme hchdossos
1824,solo vine a burlarme
01824-1,Pues que mal
01824-2,@user feminazi detected
01824-3,@user se enojo señora???
01824-4,"@user apoco no la rola esta esta buena, el remix es mejor pero esta rola esta chida xd"
1825,jajajaja despues dkcen q por q les.pegan jaja se descansan solas
01825-1,"No, qué risa me da la violencia de género."
01825-2,"@user niña,hay algo llamado humor negro,si querés busca la definición del humor negro"
01825-3,"@user yo si manejo el humor negro papi, solo que sin atentar la salud psicológica y derechos de los demás."
01825-4,@user estas 100% equivocada
01825-5,@user why?¿
01825-6,@user wenaaa hermana me psicopatay enserio ajajjaaoajajuao
01825-7,@user Aea manito.
01825-8,"@user Te debería aterrar la violencia en general, no solo hacia la mujer."
01825-9,@user Nunca dije que no me aterraba.
1826,los movimientos q hacen son de cocina
1827,Vaya tela las marujas.....
1828,@user o del 3040 y existen las femilolis viola otakus
01828-1,Nadie lo esperaba venir
1829,jjajajajjajaja .. muy bien ordenadas y domesticadas!! con esta coreografia se acaban los femicidios
1830,Ahora a casa que hay que hacer la cena ! 😂😂ae
01830-01,No meterse con este dios porfavor
01830-02,JAJAJAJA ¿tanto nos necesitan?¿no saben hacer la cena? Que inútiles los onvrez.
01830-03,"@user eso lo dices tú
Y primero aprende a hablar."
01830-04,"@user no estoy hablando, estoy escribiendo"
01830-05,@user ¿que digo yo? Explicate mejor querés
01830-06,"@user Si tienes razón, aprende a escribir primero"
01830-07,@user Llego la €nvra sin sentido del humor
01830-08,"@user ojo con el onvre, ¿sabes barrer? O que se yo, hacer algo útil"
01830-09,Inutil
01830-10,"@user Querida, no estamos en el siglo XX"
01830-11,@user haz algo útil aprendiendo a escribir primero 😂😂c
01830-12,"es increíble su sentido del humor, les digo ""onvrez"" y se re ofenden JAJDJDJD NO SE AGUANTAN NADA JAJDJD"
01830-13,@user ¿que escribí mal?
01830-14,@user bueno onvre
01830-15,"@user Es increíble tu sentido del humor. Te dicen ""ahora a casa que hay que hacer la cena"" y ya te ofendes"
01830-16,"@user Y por qué soy ""onvre""?"
01830-17,@user cierto 😂/
01830-18,"@user ¿dónde me ofendí? Sólo le pregunté si sabía barrer o cocinar, capaz sirve"
01830-19,"@user ""Jajaja, tanto nos necesitan?"". Al parecer tu sentido del humor se recalca en feminismo"
01830-20,@user ¿cuando dije que soy feminista?
01830-21,@user Se adivina fácil
01830-22,"@user el sentido del humor de la gente que se burla en este vídeo son puros machitos, seguro les importa una estatua de mierda"
01830-23,"@user mandan a las mujeres a hacer la cena, ¿no pueden hacerla los hombres?"
01830-24,"@user Un machito es un machista, alguien con sentido del humor no lo hace machista."
01830-25,"@user es sólo una broma, si supieras de donde viene la broma lo pillarias , pero como no lo sabes te tiras a decir que los hombres......"
01830-26,"@user Y con lo de la estatua, a ti no te importaría que hombres rompan una estatua de una icono feminista? O de Karl Marx? O de cualquier zurdo empobrecedor?"
01830-27,"Sean mamones (la que se ardió) , esto es por el chiste de un gato que gritó eso durante una marcha. No tiene más es solo un chite"
01830-28,@user exacto
01830-29,@user Que no sepan cocinar no los hace inutiles. Pueden tener otras habilidades. Que hipocresía su igualdad xd
01830-30,@user hermana enserio me sicopatiay
01830-31,"@user no buscan igualdad, se dice equidad mí amor"
01830-32,@user ¿?
01830-33,@user sicopatiar (enfermar o herir a otra persona)
01830-34,@user ¿a quién heri?
01830-35,@user Lo digo SARCÁSTICAMENTE
01830-36,@user ok
01830-37,@user ESAA💜💜
01830-38,@user cariño con decir *onver*se refiere a machito machista no esque no sepa escribir
01830-39,"@user dicen que las feministas nos ofendemos con todo, pero les decimos ""onvre"" y se re enojan JAJSJDJD"
01830-40,@user exacto así son los onverz
01830-41,"@user onver, aprende a escribir tú también 😂😂ku"
01830-42,"@willyRepito ""onvre"" es una manera de decir hombre machista asíque estas dando un poco de pena:)"
01830-43,"@user lo dices tu que no sabes ni escribir diciendo: asíque, se escribe: así que , tu si que das pena boba"
01830-44,@user lo dice el que no sabe el significado de onvre.
01830-45,@user cállate ya niña
01830-46,@user estoy escribiendo:)
01830-47,"@user que pesada eres niña, dime tu Instagram para denunciarte por tener menos de 13 años"
01830-48,"@user -1 no sabes mi edad:)
-2 no xd(?
-3 y tú qué sabes si tengo Instagram o no JAJAJA"
01830-49,"@user como escribes, creo que tienes entre 9 y 13 años, y sé que tienes instagram, todas las niñas de tu edad lo tienen :) 😘😘"
01830-50,"@user repito
1 no sabes mi edad
2 no sabes si lo tengo o no
😘_x110079_"
01830-51,"@user vale cariño, no te ofendo más 😘❤️X"
01830-52,@user con tu falta de ortografía se enota altiro que eres una niña de 3 años
01830-53,@user si bro 😂😂z
1831,"lo q hace el crack en el embarazo
madres
dejen esa mierda"
1832,"Yo opino q el feminismo de ahora ya no es feminismo, es hembrismo
Están peleando contra un supuesto ""patriarcado"" que dudo q exista, y dudo q sepan q es, además solo quieren buscar pretextos para insultar gente, cancelar celebridades, y lastimar oojoo que yo no tengo nada encontrar del feminismo (tampoco lo apoyo) pero lo de ahora es una barbaridad"
01832-01,"exacto y se quejan de que el hombre es machista cuando mueven con lo que mas piensan escuchando reggaeton a toda hora
Que lamentable......"
01832-02,Y no sólo lastiman hombres lastiman mujeres que no están de acuerdo con ellas y además muchos de las que acaban limpiando sus desastres que dejan después de las marchas son mujeres
01832-03,@user y ahora creen que por ser simplemente mujeres les daran mas superioridad a ellas lo cual ya es estupido
01832-04,"@user oye piensas genial, me suscribo a tu canal"
01832-05,@user todos deberían ser iguales y ellas les quitan a los hombres
01832-06,"@user Pues si de que se quejan....desde ufff ya tuvieron lo mismo que los hombres y todos los privilegios de ellos y tambien hay mujeres y por la mayoria dicen que el ""himno"" es una ridiculizacion comercial para dejarlas sin guardia a lo que fue el feminismo de antes una cancion de igualdad ahi bien pero esta cancion con los mismos y repetitivos argumentos de una radical como ""patriarcado, opresor, violador, macho"" lo cual ya en si es un tremendisimo dolor de cabeza y sabiendo que esto ya no existe desde hace años"
01832-07,@user y tampoco no es necesario la suscripcion pero igual gracias
01832-08,@user e y si piensas distinto te finan en internet y tienen los pelos de colores
01832-09,@user ellas no quieren aceptar que el feminismo ya lo mataron y me funaria una feminazi por decir eso porque es tristemente cierto
01832-10,@user así es se quejan tanto de los hombres pero en la cama se les olvida
01832-11,Informate mas
01832-12,"@user informate tu ""ninia"" intento de mujer"
01832-13,@user resumen de las femilocas: informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate Informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate informate
1833,Y si mejor me traen una pizza?🍕?
1834,"Me encanta este vídeo y su contenido 
Hay que hacer justicia"
01834-1,Pues hicieron un buen meme xdxdx
01834-2,Vayan a hacer justicia con argumentos al congreso...
1835,jajajajaaajajajajaaajajajajajajajajajajajajajajajajajjajajajajaaja
1836,Yo @user o por que amo la rola y ya
1837,"Es un poco hipócrita y un poco raro que esta generando que todos los hombres son unos voladores y no decimos nada pero un hombre que le ""parten en corazón"" por poner un ejemplo el generaliza que las mujeres son unas putas o cualquier otro insulto le vean como un machista y reciba insultos y después quieren igualdad???????"
01837-1,No estan generalizando
01837-2,"Voladores?
Que crees que vivo en Papantla o que pedo xd?"
01837-3,"@user no generalizan
Idiotizan"
1838,"todos lxs que se burlan de la canción son lxs mismxs que dicen: aY nO pUedEn PrOtEstAr PaCifIcAMenTe🤡

ESO ESTÁN HACIENDO, pero no les importa que sigan matando y violando a mujeres, claro, esas personas no entienden. Valen más unas estatuas de mierda que miles de vidas.o"
01838-01,"Los, los, mismos*

Además, el hombre es el más asesinado, robado y en situación de calle. La mujer sólo sufre en lo sexual"
01838-02,"@user lxs, lxs, mismxs*
¿es una guerra para ver a quien matan más? Hay mujeres que las matan por el simple echo de ser mujeres, es horrible tener que salir sola a la calle."
01838-03,"@user Solo hay dos géneros. Y como es ""matar por el *Hecho* de ser mujer""?. Ni siquiera el todos lleva x"
01838-04,"@user bueno bro, dejate de joder"
01838-05,@user pensa lo que quieras
01838-06,@user hay personas que no se identifican con el género femenino y masculino
01838-07,"@user Debatir no es joder. Y esas personas, se les debe tratar con el sexo o lo que sea que sean, pero son u hombres o mujeres"
01838-08,"@user vos sos hombre o mujer? capaz estás muy seguro de lo que sos, pero hay gente que tiene genitales de mujer u de hombre, pero no es mujer ni hombre."
01838-09,"@user Definición de género según RAE

Grupo al que pertenecen los seres humanos de cada sexo, entendido este desde un punto de vista sociocultural en lugar de exclusivamente biológico.

BIOLÓGICO. El género se define por los cromosomas ""XX"" y ""XY"""
01838-10,@user Respeta los pronombres no binarios.
01838-11,"@user El sexo viene determinado por la naturaleza, una persona nace con sexo masculino o femenino. En cambio, el género, varón o mujer, se aprende, puede ser educado, cambiado y manipulado."
01838-12,"@user Entonces, si quiero me puedo meter al baño de damas y decir que soy mujer?"
01838-13,"@user intersexual: [persona, estado, constitución biológica] Que presenta conjuntamente caracteres sexuales masculinos y femeninos."
01838-14,"@user Sacado de la RAE, no?"
01838-15,@user Claramente si eres una persona trans y te identificas como una mujer si.
01838-16,"@user Fuentes confiables, no como la RAE que usa adjetivos despectivos hacia las mujeres."
01838-17,"@user Eso está mal. Eso mismo causó la violacion de mujeres en prisión ya que un tipo violó a una mujer, dijo ser mujer y en la prisión causó la violacion de más mujeres"
01838-18,"@user La RAE despectiva, hablas en serio?"
01838-19,"@user Si la RAE pone en sus ejemplos, Esa mujer es fácil siendo claramente slutshaming."
01838-20,"@user Claramente hay gente que se aprovecha de eso, pero si eres una mujer trans tienes todo el derecho de pertenecer al movimiento y ser tratada como una."
01838-21,"Está peleita que se están haciendo por lo de los sexos es fácil de resolver, se pueden identificar cómo hombre, mujer, u otros generos (identidad de género) pero si género biológico siempre va a ser hombre o mujer, u intersexual"
01838-22,@user Eso es lo que dije
01838-23,"Lo qué haces no es más que mentir capo y burlarte de gente que solo no está de acuerdo 
¿ te molesta que haya gente que se burle de la canción ? 
Entonces por qué tú también te burlas de ellos? Solo demuestras ser igual 🤷🏻‍♂️
Que protesten pacíficamente ( no sabía que para que algo sea pacifico debe no ser agresivo de manera física, pero bueno ) no significa que dejen de ser ridiculeces 
La canción no tiene más que victimización, generalización, difamación y falsificación nomas para dejarse como las pobrecitas 
¿ por que mientes respecto a que no nos importan las vidas de las mujeres ?, que nos molesten sus actos vandálicos no significa que nos importen más estos bienes en si 
Enserio no puedes diferenciar algo tan básico? Madre mía... 
claro a ustedes les importa que sigan matando y violando mujeres no? 
Que hacen para arreglar ello? 
Romper un vidrio? 
Salir a caminar? 
Hacer grafitis? 
Wow si se nota que les importa demasiado 😎👌怀_x292c050_怀_x292c7d0_"
01838-24,"@user 
Dou entonces me identifico como un tanque T - 90 sovietico usado durante la Segunda Guerra Mundial 💪🏻_x750067__x6c0061_"
01838-25,"@user JAJAJ so funny, lamentablemente ese no es un género confirmado por la ciencia, pero si quieres por mi no hay problema, te respeto de todas maneras."
01838-26,"@user 
Obvio we es un chiste"
