id,comment,comment_cleaned_with_stop_Words,comment_cleaned_w/o_stopWords,type_comment,related_video
01574-020,"@user Nadie dijo que las muertes de los hombres no importaran. El feminismo lucha por y para las mujeres, ya lo explique porque los hombres no pueden ser incluidos en anteriores comentarios, te invito a que los leas.

1-El patriarcado sigue existiendo, pero tu no te das cuenta porque eres parte de este. 

Ejemplo: Una mujer tiene un puesto alto en alguna empresa. Automaticamente dicen: ""seguro se la chupo a su jefe"" o ""esa seguro hizo algo para estar ahí"" pero cuando es un hombre nadie dice nada, piensan que es por su propio esfuerzo.

2- Si mueren por ser mujeres, por eso se les llaman feminicidios. 
Ejemplo: 
-Ingrid Escamilla, discutió con su pareja y este la asesino.
-Fátima, 7 añitos, violada y asesinada.
-Una mujer fue brutalmente torturada, violada, y asesinada en Edomex, su cuerpo fue hallado en un paraje de Teotihuacán. 

¿Que tienen estos ángeles en común? Que fueron violadas y después asesinadas. A ningun puto hombre le pasa eso.

3-Todos tenemos conductas machistas, y incluyo a las mujeres pues hemos sido criados en el mundo del machismo.

4-Obviamente no todos los hombres son asesinos, nunca dije eso, te hace falta comprensión lectora, pero entiendo que es dificil oara tus dos neuronas :(. 
Pero bueno, fíjate tan bajo es el número que en Latino América hay un feminicidio cada 2 HORAS.","@user nadie dijo que las muertes de los hombres no importaran el feminismo lucha por y para las mujeres ya lo explique porque los hombres no pueden ser incluidos en anteriores comentarios te invito a que los leas

unoel patriarcado sigue existiendo pero tu no te das cuenta porque eres parte de este 

ejemplo una mujer tiene un puesto alto en alguna empresa automaticamente dicen seguro se la chupo a su jefe o esa seguro hizo algo para estar ahí pero cuando es un hombre nadie dice nada piensan que es por su propio esfuerzo

dos si mueren por ser mujeres por eso se les llaman feminicidios 
ejemplo 
ingrid escamilla discutió con su pareja y este la asesino
fátima siete añitos violada y asesinada
una mujer fue brutalmente torturada violada y asesinada en edomex su cuerpo fue hallado en un paraje de teotihuacán 

que tienen estos ángeles en común que fueron violadas y después asesinadas a ningun puto hombre le pasa eso

trestodos tenemos conductas machistas y incluyo a las mujeres pues hemos sido criados en el mundo del machismo

cuatroobviamente no todos los hombres son asesinos nunca dije eso te hace falta comprensión lectora pero entiendo que es dificil oara tus dos neuronas 
pero bueno fíjate tan bajo es el número que en latino américa hay un feminicidio cada dos horas",@user nadie dijo muertes hombres importaran feminismo lucha mujeres explique hombres pueden ser incluidos anteriores comentarios invito leas unoel patriarcado sigue existiendo das cuenta parte ejemplo mujer puesto alto alguna empresa automaticamente dicen seguro chupo jefe seguro hizo ahí hombre nadie dice piensan propio esfuerzo dos si mueren ser mujeres llaman feminicidios ejemplo ingrid escamilla discutió pareja asesino fátima siete añitos violada asesinada mujer brutalmente torturada violada asesinada edomex cuerpo hallado paraje teotihuacán ángeles común violadas después asesinadas ningun puto hombre pasa trestodos conductas machistas incluyo mujeres pues sido criados mundo machismo cuatroobviamente hombres asesinos nunca dije hace falta comprensión lectora entiendo dificil oara dos neuronas bueno fíjate tan bajo número latino américa feminicidio cada dos horas,Opinion about the video or content,yes
01574-021,"@user en cosa salarial los dos generos tienen el mismo pago si es q trabajan en el mismo trabajo obvio, y en una de las primeras respuestas dijiste q los hombres morian por hombres asi q no digas q no lo dijiste, y esas palabras de ""se la chupo al jefe"" son minorias y ya por eso hacen escandalo, es ridiculo, tienen los mismos derechos e incluso algunos paises solo por ser mujer te benefician ejemplo:españa, y repito LOS ASESINOS SON ENFERMOS, no matan solo por ser mujer seguramente si hay hombres q mueren de la misma forma pero para vos esto no existe porque vivimos en ""patriarcado"" el patriarcado en occidente no existe.",@user en cosa salarial los dos generos tienen el mismo pago si es q trabajan en el mismo trabajo obvio y en una de las primeras respuestas dijiste q los hombres morian por hombres asi q no digas q no lo dijiste y esas palabras de se la chupo al jefe son minorias y ya por eso hacen escandalo es ridiculo tienen los mismos derechos e incluso algunos paises solo por ser mujer te benefician ejemploespaña y repito los asesinos son enfermos no matan solo por ser mujer seguramente si hay hombres q mueren de la misma forma pero para vos esto no existe porque vivimos en patriarcado el patriarcado en occidente no existe,@user cosa salarial dos generos mismo pago si q trabajan mismo trabajo obvio primeras respuestas dijiste q hombres morian hombres asi q digas q dijiste palabras chupo jefe minorias hacen escandalo ridiculo mismos derechos incluso paises solo ser mujer benefician ejemploespaña repito asesinos enfermos matan solo ser mujer seguramente si hombres q mueren misma forma vos existe vivimos patriarcado patriarcado occidente existe,Opinion about the video or content,yes
01574-022,"@user 1-Los hombres mueren asesinados por otros hombres, nunca lo negue. Negue que los asesinatos de los hombres no importaran.

2-No, no siempre nos pagan el mismo sueldo, pero de ser asi LA MAYORIA, no minoria. Piensa que la mujer hizo algo sucio para estar ahi y NADIE duda del hombre.

3-Si, se supone que los hombres y las mujeres tenemos los mismos derechos, pero ¿crees que ante la sociedad también? PUES NO. Que los derechos esten escritos en un pedazo de papel no significa que se cumplan.

4-Derechos que privilegian a la mujer.... Nombrame al menos 3. 
Espero que tu como hombre estes aún más informado que yo, digo, te debería importar mucho más a ti que a mi en teoría ¿no?

Aquí solo veo un hombre que no tiene comprensión lectora, que no sabe escribir y que tiene cerios problemas para entender el mundo en el que vivimos, el patriarcado sigue existiendo, infórmate.","@user unolos hombres mueren asesinados por otros hombres nunca lo negue negue que los asesinatos de los hombres no importaran

dosno no siempre nos pagan el mismo sueldo pero de ser asi la mayoria no minoria piensa que la mujer hizo algo sucio para estar ahi y nadie duda del hombre

tressi se supone que los hombres y las mujeres tenemos los mismos derechos pero crees que ante la sociedad también pues no que los derechos esten escritos en un pedazo de papel no significa que se cumplan

cuatroderechos que privilegian a la mujer nombrame al menos tres 
espero que tu como hombre estes aún más informado que yo digo te debería importar mucho más a ti que a mi en teoría no

aquí solo veo un hombre que no tiene comprensión lectora que no sabe escribir y que tiene cerios problemas para entender el mundo en el que vivimos el patriarcado sigue existiendo infórmate",@user unolos hombres mueren asesinados hombres nunca negue negue asesinatos hombres importaran dosno siempre pagan mismo sueldo ser asi mayoria minoria piensa mujer hizo sucio ahi nadie duda hombre tressi supone hombres mujeres mismos derechos crees sociedad pues derechos esten escritos pedazo papel significa cumplan cuatroderechos privilegian mujer nombrame menos tres espero hombre estes aún informado digo debería importar teoría aquí solo veo hombre comprensión lectora sabe escribir cerios problemas entender mundo vivimos patriarcado sigue existiendo infórmate,Opinion about the video or content,yes
01574-023,@user dale no se escribir y vos tenes una banda de falta de ortografia jakskdks q ridiculo,@user dale no se escribir y vos tenes una banda de falta de ortografia jakskdks q ridiculo,@user dale escribir vos tenes banda falta ortografia jakskdks q ridiculo,Personal exchange,no
01574-024,@user Al menos es mucho mejor que la tuya.,@user al menos es mucho mejor que la tuya,@user menos mejor,Personal exchange,no
01574-025,@user decime en q me confundo a ver maestra de literatura,@user decime en q me confundo a ver maestra de literatura,@user decime q confundo ver maestra literatura,Personal exchange,no
01574-026,"@user Bueno, algo base como ""q"".
Pero eso no es lo que estamos hablando, deja de ignorar mi pregunta y responde. ¿o acaso no sabes la respuesta?","@user bueno algo base como q
pero eso no es lo que estamos hablando deja de ignorar mi pregunta y responde o acaso no sabes la respuesta",@user bueno base q hablando deja ignorar pregunta responde acaso sabes respuesta,Personal exchange,no
01574-027,@user no me acuerdo xd q habias preguntado?,@user no me acuerdo q habias preguntado,@user acuerdo q habias preguntado,Other topic,no
01574-028,Hazme un pan con queso y sin bordes y te apuras 😎👊_x29fb570_怀,hazme un pan con queso y sin bordes y te apuras xveintinuevefbquinientos setenta,hazme pan queso bordes apuras xveintinuevefbquinientos setenta,Opinion about the video or content,yes
01574-029,"@user No te preocupes, se que tus dos neuronas no dan para tanto pero yo te enseñaré de la forma más simple posible para que lo entiendas:
1- vas a tomar 2 panes, ojo: tienen que ser de molde, los otros no servirán.
2-después irás a la nevera y buscaras el queso y le pondras una o dos rebanadas depende de tu gusto (gusto: como preferirias tú) Ojo: tu mismo los tienes que dividir.
3-pondras primero el pan de molde, después el queso y después el otro pan de molde.
4- Agarrarás un cuchillo, (de la parte del mango porque de la otra te cortaras) y cotaras las esquinas (con la parte que esta afilada)
Pd: pan de molde es el que es cuadradito (cuadrado: 🔲)
Espero que te pueda ayudar si tienes dudas me dices 💕😎👌e no","@user no te preocupes se que tus dos neuronas no dan para tanto pero yo te enseñaré de la forma más simple posible para que lo entiendas
uno vas a tomar dos panes ojo tienen que ser de molde los otros no servirán
dosdespués irás a la nevera y buscaras el queso y le pondras una o dos rebanadas depende de tu gusto gusto como preferirias tú ojo tu mismo los tienes que dividir
trespondras primero el pan de molde después el queso y después el otro pan de molde
cuatro agarrarás un cuchillo de la parte del mango porque de la otra te cortaras y cotaras las esquinas con la parte que esta afilada
pd pan de molde es el que es cuadradito cuadrado 
espero que te pueda ayudar si tienes dudas me dices e no",@user preocupes dos neuronas dan enseñaré forma simple posible entiendas vas tomar dos panes ojo ser molde servirán dosdespués irás nevera buscaras queso pondras dos rebanadas depende gusto gusto preferirias ojo mismo dividir trespondras primero pan molde después queso después pan molde cuatro agarrarás cuchillo parte mango cortaras cotaras esquinas parte afilada pd pan molde cuadradito cuadrado espero pueda ayudar si dudas dices,Evaluation of the interlocutor,no
01574-030,"@user Si, sos tan inservible que no podes hacerte un sándwich solo seguro🤠

(Sarcasmo y humor)i","@user si sos tan inservible que no podes hacerte un sándwich solo seguro

sarcasmo y humori",@user si sos tan inservible podes hacerte sándwich solo seguro sarcasmo humori,Evaluation of the interlocutor,no
01574-031,"@user gracias por ayudarme, porque eres experta en eso y no tengo dos neuronas, tengo solo media uwu, en verdad, muchas gracias, pero no tengo queso, esto es venezuela ayuda porfavor sacame de venezuela 😔👊",@user gracias por ayudarme porque eres experta en eso y no tengo dos neuronas tengo solo media en verdad muchas gracias pero no tengo queso esto es venezuela ayuda porfavor sacame de venezuela,@user gracias ayudarme experta dos neuronas solo media verdad muchas gracias queso venezuela ayuda porfavor sacame venezuela,Personal exchange,no
01574-032,@user ._.XD,@user,@user,Other topic,no
01574-033,Nadie lo pudo haber dicho mejor! 💜,nadie lo pudo haber dicho mejor,nadie pudo haber dicho mejor,Evaluation of the interlocutor,no
01574-034,@user cuando me vas a hacer mi sandwich? 😔👊_x200072__x3e002f_,@user cuando me vas a hacer mi sandwich xdos mil setenta y dosxtresedosf,@user vas hacer sandwich xdos mil setenta dosxtresedosf,Other topic,no
01574-035,@user ¿Cuándo aprenderás a valerte por ti mismo?,@user cuándo aprenderás a valerte por ti mismo,@user cuándo aprenderás valerte mismo,Personal exchange,no
01574-036,@user cuando me hagas mi sandwich U<U,@user cuando me hagas mi sandwich uu,@user hagas sandwich uu,Personal exchange,no
01574-037,@user Ño.,@user ño,@user ño,Personal exchange,no
01574-038,@user uNu,@user unu,@user unu,Personal exchange,no
01574-039,"@user Ya dejenlo, pobrecito.👊😔💜",@user ya dejenlo pobrecito,@user dejenlo pobrecito,Evaluation of the interlocutor,no
01574-040,"@user Se que estás intentando hacer humor y eso pero llevo un buen rato buscando el chiste y nada que no lo encuentro, buscamos juntos tu gracia?",@user se que estás intentando hacer humor y eso pero llevo un buen rato buscando el chiste y nada que no lo encuentro buscamos juntos tu gracia,@user intentando hacer humor llevo buen rato buscando chiste encuentro buscamos juntos gracia,Other topic,no
01574-041,"@user no seas tan dura, afectaras mi fragil masculinidad de onvre 😔👊a",@user no seas tan dura afectaras mi fragil masculinidad de onvre a,@user tan dura afectaras fragil masculinidad onvre,Personal exchange,no
01574-042,"@user Ayy no , no quería :( perdón mi pana",@user ayy no no quería perdón mi pana,@user ayy quería perdón pana,Other topic,no
01574-043,@user Pero aún no encuentro el chiste 😔怀,@user pero aún no encuentro el chiste,@user aún encuentro chiste,Other topic,no
01574-044,"@user Hola buenas, tengo 13 y me estoy metiendo en esto de feminismo y la verdad es que no lo veo, igual veo q dominas bastante el tema, asi q me gustaria saber:
1)Que es lo que busca el feminismo, En general, por que hay feminismo hoy en dia.
2) que significa onvres, osea refiriendose a hombres, que veo que se usa mucho en los argumentos feministas

Graciass si me podes responder de lujisimo, suerte.","@user hola buenas tengo trece y me estoy metiendo en esto de feminismo y la verdad es que no lo veo igual veo q dominas bastante el tema asi q me gustaria saber
unoque es lo que busca el feminismo en general por que hay feminismo hoy en dia
dos que significa onvres osea refiriendose a hombres que veo que se usa mucho en los argumentos feministas

graciass si me podes responder de lujisimo suerte",@user hola buenas trece metiendo feminismo verdad veo igual veo q dominas bastante tema asi q gustaria saber unoque busca feminismo general feminismo hoy dia dos significa onvres osea refiriendose hombres veo usa argumentos feministas graciass si podes responder lujisimo suerte,Opinion about the video or content,yes
01574-045,"@user 1-El feminismo busca equidad, no lo confundas con la igualdad. La equidad es darle a todos lo que necesitan para poder llegar a la igualdad, por que si le damos a todos lo mismo seguiremos teniendo desigualdad. Te recomiendo buscar en google images de ""equidad y igualdad"" para que entiendas mejor.
2-La palabra ""onvre"" se usa para describir a los machitos, violadores, misóginos etc. Se usa para no meter a todos los hombres en un mismo saco, recuerda que si alguien se ofende por esta palabra seguramente es porqué es uno de ellos.","@user unoel feminismo busca equidad no lo confundas con la igualdad la equidad es darle a todos lo que necesitan para poder llegar a la igualdad por que si le damos a todos lo mismo seguiremos teniendo desigualdad te recomiendo buscar en google images de equidad y igualdad para que entiendas mejor
dosla palabra onvre se usa para describir a los machitos violadores misóginos etc se usa para no meter a todos los hombres en un mismo saco recuerda que si alguien se ofende por esta palabra seguramente es porqué es uno de ellos",@user unoel feminismo busca equidad confundas igualdad equidad darle necesitan poder llegar igualdad si damos mismo seguiremos desigualdad recomiendo buscar google images equidad igualdad entiendas mejor dosla palabra onvre usa describir machitos violadores misóginos etc usa meter hombres mismo saco recuerda si alguien ofende palabra seguramente porqué,Opinion about the video or content,yes
01574-046,"@user Mmm ok, Pero para que es necesaria la equidad? y pq no igualdad; Todos con los mismos derechos y ya, osea, si una mujer denuncia a un hombre de violacion se le cree a la mujer hasta demostrarse lo contrario?
Es decir, ¿El hombre es violador hasta que no se demuestre lo contrario? Creo que entiendo eso y es lo que he leido en otros comentarios

Lo de onvres creo q lo comprendo, en vez de llamar machistas se llama onvre(?)


De todas formas, que derecho tiene un hombre que una mujer no? Segun lo que veo las mujeres tienen muuuchisimos mas derechos/leyes a favor que los hombres (Argentina) No conosco la situacion de otros paises, por eso en argentina se toma el feminismo a modo de ""broma"" Porque salen a la calle a destruir cosas, y cuando consiguen la atencion que quieren (Entrevistas y eso) 
Les preguntan que es lo qur buscan y dicen igualdad (no equidad) y cuando les preguntan a que se refieren, osea que derechos reclaman no saben que decir. 

A mi parecer Argentina es un pais de mujeres, y los gobiernos pelotudos cada vez dan mas derechos a quienes no lo necesitan, como resultado, El caso de nahir galarza.
Ella mato a su novio de un disparo (no en defensa propia, debido a una gran cantidad de pruebas que si tengo que decirtelas ahora seris complicado)

En fin: Filas y filas de femiNAZIS hago enfasis en nazis pq no es lo mismo que feminista. Que buscaban la liberacion de Nahir porque... Mmm porquee... pss... ¿Era mujer? Boe ahora se esta pudriendo en la carcel la asesina de mierda","@user m ok pero para que es necesaria la equidad y pq no igualdad todos con los mismos derechos y ya osea si una mujer denuncia a un hombre de violacion se le cree a la mujer hasta demostrarse lo contrario
es decir el hombre es violador hasta que no se demuestre lo contrario creo que entiendo eso y es lo que he leido en otros comentarios

lo de onvres creo q lo comprendo en vez de llamar machistas se llama onvre


de todas formas que derecho tiene un hombre que una mujer no segun lo que veo las mujeres tienen muchisimos mas derechosleyes a favor que los hombres argentina no conosco la situacion de otros paises por eso en argentina se toma el feminismo a modo de broma porque salen a la calle a destruir cosas y cuando consiguen la atencion que quieren entrevistas y eso 
les preguntan que es lo qur buscan y dicen igualdad no equidad y cuando les preguntan a que se refieren osea que derechos reclaman no saben que decir 

a mi parecer argentina es un pais de mujeres y los gobiernos pelotudos cada vez dan mas derechos a quienes no lo necesitan como resultado el caso de nahir galarza
ella mato a su novio de un disparo no en defensa propia debido a una gran cantidad de pruebas que si tengo que decirtelas ahora seris complicado

en fin filas y filas de feminazis hago enfasis en nazis pq no es lo mismo que feminista que buscaban la liberacion de nahir porque m porquee pss era mujer boe ahora se esta pudriendo en la carcel la asesina de mierda",@user m ok necesaria equidad pq igualdad mismos derechos osea si mujer denuncia hombre violacion cree mujer demostrarse contrario decir hombre violador demuestre contrario creo entiendo leido comentarios onvres creo q comprendo vez llamar machistas llama onvre todas formas derecho hombre mujer segun veo mujeres muchisimos mas derechosleyes favor hombres argentina conosco situacion paises argentina toma feminismo modo broma salen calle destruir cosas consiguen atencion quieren entrevistas preguntan qur buscan dicen igualdad equidad preguntan refieren osea derechos reclaman saben decir parecer argentina pais mujeres gobiernos pelotudos cada vez dan mas derechos necesitan resultado caso nahir galarza mato novio disparo defensa propia debido gran cantidad pruebas si decirtelas ahora seris complicado fin filas filas feminazis hago enfasis nazis pq mismo feminista buscaban liberacion nahir m porquee pss mujer boe ahora pudriendo carcel asesina mierda,Opinion about the video or content,yes
01574-047,"@user 1-La equidad es necesaria para poder llegar a una verdadera igualdad, sin equidad no hay igualdad.

2-Ante la ley las mujeres y los hombres tienen los mismos derechos, pero ante la sociedad no.

3-Se le llama ""onvre"" al vato que es machista, misógino, homofobico, transfobico y etc. Sabes, el típico machito que dice ""hazme un sándwich"" 
Este termino es usado para no meter a todos los hombres dentro de un mismo saco.

4-Lo de las supuestas ""feministas"" lo he visto, son mujeres mal informadas o que se ponen nerviosas al hablar. Y la mayoria que lo hace bien es eliminada del video.

5- POR FAVOR, nombrame las leyes que favorecen a la mujer en Argentina. Ojo: que sea feminista no quiere decir que este a favor de ser superior al hombre, eso es estúpido.

6- Nena, si Argentina fuese un país de mujeres, todos los violadores estarían en la cárcel, ¡Pero adivina que! La mayoria de ellos están sueltos todavía.

7- Por favor, se que existen mujeres que se hacen pasar por feministas y no lo son, pero usar el término ""Feminazi"" es increíblemente irrespetuoso. ¿Como vas a comparar un movimiento que lucha para que las muertes paren con uno que asesino a 6 MILLONES de personas?
No lo hagas por favor.","@user unola equidad es necesaria para poder llegar a una verdadera igualdad sin equidad no hay igualdad

dosante la ley las mujeres y los hombres tienen los mismos derechos pero ante la sociedad no

tresse le llama onvre al vato que es machista misógino homofobico transfobico y etc sabes el típico machito que dice hazme un sándwich 
este termino es usado para no meter a todos los hombres dentro de un mismo saco

cuatrolo de las supuestas feministas lo he visto son mujeres mal informadas o que se ponen nerviosas al hablar y la mayoria que lo hace bien es eliminada del video

cinco por favor nombrame las leyes que favorecen a la mujer en argentina ojo que sea feminista no quiere decir que este a favor de ser superior al hombre eso es estúpido

seis nena si argentina fuese un país de mujeres todos los violadores estarían en la cárcel pero adivina que la mayoria de ellos están sueltos todavía

siete por favor se que existen mujeres que se hacen pasar por feministas y no lo son pero usar el término feminazi es increíblemente irrespetuoso como vas a comparar un movimiento que lucha para que las muertes paren con uno que asesino a seis millones de personas
no lo hagas por favor",@user unola equidad necesaria poder llegar verdadera igualdad equidad igualdad dosante ley mujeres hombres mismos derechos sociedad tresse llama onvre vato machista misógino homofobico transfobico etc sabes típico machito dice hazme sándwich termino usado meter hombres dentro mismo saco cuatrolo supuestas feministas visto mujeres mal informadas ponen nerviosas hablar mayoria hace bien eliminada video cinco favor nombrame leyes favorecen mujer argentina ojo feminista quiere decir favor ser superior hombre estúpido seis nena si argentina país mujeres violadores cárcel adivina mayoria sueltos todavía siete favor existen mujeres hacen pasar feministas usar término feminazi increíblemente irrespetuoso vas comparar movimiento lucha muertes paren asesino seis millones personas hagas favor,Opinion about the video or content,yes
01574-048,"@user 
a ver
1: Por lo que veo, con equidad te referis a que una mujer tenga mas derechos que los hombres, y asi que pueda haber igualdad
... No voy a argumentar mucho, ya que no le veo mucho sentido a tener un sexo con mas derechos que el otro para que haya igualdad. 

《mujer Derechos lvl 10》
VS
《Hombre derechos lvl 5》
Mujer a ganado

jajaj espero hayas entendido la referencia.

Antes de seguir quiero decir que me gusta poder debatir con gente que si sabe del tema y argumenta logicamente, aunque tengamos ideologias diferentes. Prosigo","@user 
a ver
uno por lo que veo con equidad te referis a que una mujer tenga mas derechos que los hombres y asi que pueda haber igualdad
 no voy a argumentar mucho ya que no le veo mucho sentido a tener un sexo con mas derechos que el otro para que haya igualdad 

mujer derechos lvl diez
vs
hombre derechos lvl cinco
mujer a ganado

jajaj espero hayas entendido la referencia

antes de seguir quiero decir que me gusta poder debatir con gente que si sabe del tema y argumenta logicamente aunque tengamos ideologias diferentes prosigo",@user ver veo equidad referis mujer mas derechos hombres asi pueda haber igualdad voy argumentar veo tener sexo mas derechos igualdad mujer derechos lvl diez vs hombre derechos lvl cinco mujer ganado jajaj espero entendido referencia seguir quiero decir gusta poder debatir gente si sabe tema argumenta logicamente aunque ideologias diferentes prosigo,Opinion about the video or content,yes
01574-049,"@user 
2~En que aspectos? de esto no sabia nada. Hasta donde yo se, una mujer puede agredir de un hombre sin que pase nada (lo he vivido) Pero en el momento en el que el hombre se defiende, por mas que solo la empuje o la corra, todos los que esten a tu alrededor empiezan a decir: A las mujeres no se les pega, Vos tenes mas fuerza que ella
Como si por ser mas fuertes los hombres en aspectos fisicos tienen que dejar que se les pegue, 

porque para la sociedad la mujer es delicada y se usa el 
""A la mujer no se le pega""
Cuando lo correcto es
""No hay que pegar/pelear""

En fin que en la sociedad, una mujer es mas respetada que un hombre, y son las menos golpeadas

Aca la cosa no esta en 
""Los hombres golpean a las mujeres"" 
Esta en
""Los hijos de puta golpean"" sin especificar ningun genero.","@user 
dosen que aspectos de esto no sabia nada hasta donde yo se una mujer puede agredir de un hombre sin que pase nada lo he vivido pero en el momento en el que el hombre se defiende por mas que solo la empuje o la corra todos los que esten a tu alrededor empiezan a decir a las mujeres no se les pega vos tenes mas fuerza que ella
como si por ser mas fuertes los hombres en aspectos fisicos tienen que dejar que se les pegue 

porque para la sociedad la mujer es delicada y se usa el 
a la mujer no se le pega
cuando lo correcto es
no hay que pegarpelear

en fin que en la sociedad una mujer es mas respetada que un hombre y son las menos golpeadas

aca la cosa no esta en 
los hombres golpean a las mujeres 
esta en
los hijos de puta golpean sin especificar ningun genero",@user dosen aspectos sabia mujer puede agredir hombre pase vivido momento hombre defiende mas solo empuje corra esten alrededor empiezan decir mujeres pega vos tenes mas fuerza si ser mas fuertes hombres aspectos fisicos dejar pegue sociedad mujer delicada usa mujer pega correcto pegarpelear fin sociedad mujer mas respetada hombre menos golpeadas aca cosa hombres golpean mujeres hijos puta golpean especificar ningun genero,Opinion about the video or content,yes
01574-050,"@user 

2,5~ y me gustaria hacer un pequeño parentesis, una cosa en la que me gusta reflexionar:
Para que necesitamos los generos?
¿No es mas facil que seamos humanos y ya esta?
Para que dividir a la humanidad no en dos generos, sino en 113?

¿Tu orientacion sexual de verdad determina quien sos?

Yo de verdad (y perdon si me dicen homofobo o las 900 otras fobias que hay de esto, de verdad no es mi intencion, estoy de acuerdo con que cada cual pueda tener su propia sexualidad)
Siento que hoy en dia si sos hetero sos algo menos en la sociedad, HAY UN PUTO MES DESTINADO AL ORGULLO LGBT.

¿DE QUE MIERDA ESTAS ORGULLOSO?
No somos todos iguales segun ustedes? 
¿Entonces si somos todos iguales por que hay un mes destinado a las personas que no son hetero?

y no lo digo por gays, bisexuales y eso, hace poco me entere que hay una bandera heterosexual osea ¿QUE? ES NECESARIO HACER BANDERAS DE SEXUALIDADES SEPARANDO A LA SOCIEDAD POR SI TE COMES BERENJENA, EMPANADA, O EMPANADA DE BERENJENA
(para el que no lo agarro es referencia a gays, lesbianas, bisexuales, etc)



Orgulloso de ser gay?
Orgulloso de ser hetero?

Orgulloso de ser humano.","@user 

veinticinco y me gustaria hacer un pequeño parentesis una cosa en la que me gusta reflexionar
para que necesitamos los generos
no es mas facil que seamos humanos y ya esta
para que dividir a la humanidad no en dos generos sino en ciento trece

tu orientacion sexual de verdad determina quien sos

yo de verdad y perdon si me dicen homofobo o las novecientos otras fobias que hay de esto de verdad no es mi intencion estoy de acuerdo con que cada cual pueda tener su propia sexualidad
siento que hoy en dia si sos hetero sos algo menos en la sociedad hay un puto mes destinado al orgullo lgbt

de que mierda estas orgulloso
no somos todos iguales segun ustedes 
entonces si somos todos iguales por que hay un mes destinado a las personas que no son hetero

y no lo digo por gays bisexuales y eso hace poco me entere que hay una bandera heterosexual osea que es necesario hacer banderas de sexualidades separando a la sociedad por si te comes berenjena empanada o empanada de berenjena
para el que no lo agarro es referencia a gays lesbianas bisexuales etc



orgulloso de ser gay
orgulloso de ser hetero

orgulloso de ser humano",@user veinticinco gustaria hacer pequeño parentesis cosa gusta reflexionar necesitamos generos mas facil humanos dividir humanidad dos generos sino ciento trece orientacion sexual verdad determina sos verdad perdon si dicen homofobo novecientos fobias verdad intencion acuerdo cada pueda tener propia sexualidad siento hoy dia si sos hetero sos menos sociedad puto mes destinado orgullo lgbt mierda orgulloso iguales segun ustedes entonces si iguales mes destinado personas hetero digo gays bisexuales hace entere bandera heterosexual osea necesario hacer banderas sexualidades separando sociedad si comes berenjena empanada empanada berenjena agarro referencia gays lesbianas bisexuales etc orgulloso ser gay orgulloso ser hetero orgulloso ser humano,Opinion about the video or content,yes
01574-051,"@user 
3: Ok, gracias por aclararme esa duda, nada que argumentar, es solo un ¿insulto? entre ideologias. Nada que argumentar.","@user 
tres ok gracias por aclararme esa duda nada que argumentar es solo un insulto entre ideologias nada que argumentar",@user tres ok gracias aclararme duda argumentar solo insulto ideologias argumentar,Other topic,no
01574-052,"@user 
4: No, no hablo de eso, sino de las que no tienen idea de por que protestan, y simplemente lo hacen para formar parte de una comunidad, al igual que terraplanistas o antivacunas. Perdon si me malentendiste.

Lo de los cortes en los videos tampoco se nada jajaj, pero si me podes facilitar la fuente de la que sacaste que esto sucede te agradesco, ahora mismo podria creermelo pq no seria algo muy raro en una batalla de ideologias. Pero me gustaria que me facilitaras fuentes/razones de por que crees que esto ocurre.","@user 
cuatro no no hablo de eso sino de las que no tienen idea de por que protestan y simplemente lo hacen para formar parte de una comunidad al igual que terraplanistas o antivacunas perdon si me malentendiste

lo de los cortes en los videos tampoco se nada jajaj pero si me podes facilitar la fuente de la que sacaste que esto sucede te agradesco ahora mismo podria creermelo pq no seria algo muy raro en una batalla de ideologias pero me gustaria que me facilitaras fuentesrazones de por que crees que esto ocurre",@user cuatro hablo sino idea protestan simplemente hacen formar parte comunidad igual terraplanistas antivacunas perdon si malentendiste cortes videos tampoco jajaj si podes facilitar fuente sacaste sucede agradesco ahora mismo podria creermelo pq seria raro batalla ideologias gustaria facilitaras fuentesrazones crees ocurre,Opinion about the video or content,yes
01574-053,"@user Claro, esto esta mal. ¿Pero que crees? El mismo machismo es el que ocasiona eso. La agresión es agresión sin importar el género.",@user claro esto esta mal pero que crees el mismo machismo es el que ocasiona eso la agresión es agresión sin importar el género,@user claro mal crees mismo machismo ocasiona agresión agresión importar género,Opinion about the video or content,yes
01574-054,"@user Todos somos iguales, por eso mismo hay una marcha lgbtq+
Los heteros no son menos en esta sociedad por dios. ¡Lo heteros no son asesinados por ser heteros, no son juzgados por ser heteros!
NO NECESITAMOS UN MES. 
Hablas porquería de verdad.
¡ELLOS ESTAN ORGULLOSOS DE SER QUIENES SON! Vivieron toda su vida con miedo del que diran. Es estúpido lo que decís compa.","@user todos somos iguales por eso mismo hay una marcha lgbtq
los heteros no son menos en esta sociedad por dios lo heteros no son asesinados por ser heteros no son juzgados por ser heteros
no necesitamos un mes 
hablas porquería de verdad
ellos estan orgullosos de ser quienes son vivieron toda su vida con miedo del que diran es estúpido lo que decís compa",@user iguales mismo marcha lgbtq heteros menos sociedad dios heteros asesinados ser heteros juzgados ser heteros necesitamos mes hablas porquería verdad estan orgullosos ser vivieron toda vida miedo diran estúpido decís compa,Opinion about the video or content,yes
