id,comment,comment_cleaned_w_stopWords,comment_cleaned_w/o_stopWords,corpus_name,gold_labels,predictions
01184-17,"@user Como ya había mencionado antes tenemos los mismos derechos constitucionales pero no sociales, te invito a investigar un poco.",@user como ya había mencionado antes tenemos los mismos derechos constitucionales pero no sociales te invito a investigar un poco,"@user Como mencionado mismos derechos constitucionales sociales, invito investigar poco.",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01591-11,"@user el libro de la historia del feminismo por Séverine Aufrett y libros de historia mundial y guerra fria que fue donde las mujeres feministas empezaron a luchar por sus derechos. mandame el link de tus datos estadisticos porfa, porque no he encontrado ningun articulo de el registro civil que diga que el 41% de los homicidios hacia los hombres sean hechos por mujeres",@user el libro de la historia del feminismo por séverine aufrett y libros de historia mundial y guerra fria que fue donde las mujeres feministas empezaron a luchar por sus derechos mandame el link de tus datos estadisticos porfa porque no he encontrado ningun articulo de el registro civil que diga que el cuarenta y uno de los homicidios hacia los hombres sean hechos por mujeres,"@user libro historia feminismo Séverine Aufrett libros historia mundial guerra fria mujeres feministas empezaron luchar derechos. mandame link datos estadisticos porfa, encontrado ningun articulo registro civil diga 41% homicidios hacia hombres hechos mujeres",El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
1413,Menuda mierda de himno. 😂😂😂,menuda mierda de himno,Menuda mierda himno. 😂😂😂,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,no
1261,"Men , me molesta esta cancion >:V

P.S : yo no soy machista :v","men me molesta esta cancion v

ps yo no soy machista v","Men , molesta cancion >:V P.S : machista :v",El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,no
1112,Cuando acabe esta cuarentena me voy a ir a una marcha de esas y voy a poner DRACUKEO a todo volumen,cuando acabe esta cuarentena me voy a ir a una marcha de esas y voy a poner dracukeo a todo volumen,Cuando acabe cuarentena voy ir marcha voy poner DRACUKEO volumen,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
01744-1,"El machista no soy yo !!
Que se pudran esas viejas","el machista no soy yo 
que se pudran esas viejas",El machista !! Que pudran viejas,El violador eres ..r en tu camino -  Comentarios 7001 - 8000,yes,yes
1928,"Como cuando te dejan un examen de los derechos de la mujer
Pero sabes que no tienen y no hay que estudiar nada,😎👌_x40000000_","como cuando te dejan un examen de los derechos de la mujer
pero sabes que no tienen y no hay que estudiar nadaxcuarenta","Como dejan examen derechos mujer Pero sabes estudiar nada,😎👌_x40000000_",El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
574,"Un feto: la culpa no era mía, tú ideología o tú economía, LA ASESINA ERES TÚ, LA ASESINA ERES TÚ!!!!!. (Jon Marques)",un feto la culpa no era mía tú ideología o tú economía la asesina eres tú la asesina eres tú jon marques,"Un feto: culpa mía, ideología economía, LA ASESINA ERES TÚ, LA ASESINA ERES TÚ!!!!!. (Jon Marques)",El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,no
01406-040,"@user no es la ley, es la mentalidad de muchos. No viste el video de los hinchas aquellos que hicieron decir a unas extranjeras cosas sexistas y machistas? Por eso digo, estas cantantes y movimientos tienen mucho que hacer para conseguir que mentalidades como esas desaparezcan",@user no es la ley es la mentalidad de muchos no viste el video de los hinchas aquellos que hicieron decir a unas extranjeras cosas sexistas y machistas por eso digo estas cantantes y movimientos tienen mucho que hacer para conseguir que mentalidades como esas desaparezcan,"@user ley, mentalidad muchos. No viste video hinchas aquellos hicieron decir extranjeras cosas sexistas machistas? Por digo, cantantes movimientos hacer conseguir mentalidades desaparezcan",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01540-1,"No se ven ridiculas, si no te gusta el movimiento feminista mejor no opines.",no se ven ridiculas si no te gusta el movimiento feminista mejor no opines,"No ven ridiculas, gusta movimiento feminista mejor opines.",El violador eres ..r en tu camino -  Comentarios 7001 - 8000,yes,yes
01386-14,No soy feminazi no estoy contra lo hombre mira tengo mucho amigo hombre que apoya uno de ello fue maltratado de su ex mujer pareja pero mi amigo la denucio LA VIOLECIA NO TIENE GENERO 👍s,no soy feminazi no estoy contra lo hombre mira tengo mucho amigo hombre que apoya uno de ello fue maltratado de su ex mujer pareja pero mi amigo la denucio la violecia no tiene genero s,No feminazi hombre mira amigo hombre apoya ello maltratado ex mujer pareja amigo denucio LA VIOLECIA NO TIENE GENERO 👍s,El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
00489-070,"@user no es lo mismo que un niño no deseado de una relación sexual no deseada . Eso deberías dejarlo decidir a la persona traumada. Ya que las personas no son objetos. Y esa es la idea que dejen de mirar a la mujer como a un objeto. Y no no soy madre pero si sufro por los demás animales , niños , ancianos y todo eso así que no soy una insensible. Solo hay que ser comprensivo con los demás.",@user no es lo mismo que un niño no deseado de una relación sexual no deseada eso deberías dejarlo decidir a la persona traumada ya que las personas no son objetos y esa es la idea que dejen de mirar a la mujer como a un objeto y no no soy madre pero si sufro por los demás animales niños ancianos y todo eso así que no soy una insensible solo hay que ser comprensivo con los demás,"@user mismo niño deseado relación sexual deseada . Eso deberías dejarlo decidir persona traumada. Ya personas objetos. Y idea dejen mirar mujer objeto. Y madre sufro demás animales , niños , ancianos insensible. Solo ser comprensivo demás.",El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,yes
02187-49,"@user Ay, me dijo tarada, no eres apto para argumentar si lo primero que haces es insultar 🐣🌟. Tengan los ojos vendados o no pibe, así han hecho la coreografía y si señalan a todos lados los hombres tienen derecho a ofenderse por eso sin que hayan violado a nadie, vive y deja vivir.e",@user ay me dijo tarada no eres apto para argumentar si lo primero que haces es insultar tengan los ojos vendados o no pibe así han hecho la coreografía y si señalan a todos lados los hombres tienen derecho a ofenderse por eso sin que hayan violado a nadie vive y deja vivire,"@user Ay, dijo tarada, apto argumentar primero haces insultar 🐣🌟. Tengan ojos vendados pibe, hecho coreografía señalan lados hombres derecho ofenderse violado nadie, vive deja vivir.e",El violador eres ..r en tu camino -  Comentarios 8001 - 9000-2,yes,yes
02187-25,Ellas les grita eso a los violadores no a ti por qué tú no eres un violador o si?,ellas les grita eso a los violadores no a ti por qué tú no eres un violador o si,Ellas grita violadores violador si?,El violador eres ..r en tu camino -  Comentarios 8001 - 9000-2,yes,yes
2393,ahora a casa que hay que hacer la cena,ahora a casa que hay que hacer la cena,ahora casa hacer cena,El violador eres ..r en tu camino -  Comentarios 9001 - 10000,yes,yes
491,Todas fueron violadas y todas por el mismo hombre: menudo empotrador jajaja,todas fueron violadas y todas por el mismo hombre menudo empotrador jajaja,Todas violadas todas mismo hombre: menudo empotrador jajaja,El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,no
01156-01,Cierto,cierto,Cierto,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
01281-3,@user En lo que va del año en argentina hay 63 feminicidios,@user en lo que va del año en argentina hay sesenta y tres feminicidios,@user En va año argentina 63 feminicidios,El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,yes
1827,"Todos estos comentarios son mierda por eso el planeta se va a destruir por la gente mala que critica 
Losviladores asesinos saben es mejor el mundo es cruel tenia razon joker la gente no sirve para nada solo le gusta criticar y aruinar la vida no vale la pena","todos estos comentarios son mierda por eso el planeta se va a destruir por la gente mala que critica 
losviladores asesinos saben es mejor el mundo es cruel tenia razon joker la gente no sirve para nada solo le gusta criticar y aruinar la vida no vale la pena",Todos comentarios mierda planeta va destruir gente mala critica Losviladores asesinos saben mejor mundo cruel tenia razon joker gente sirve solo gusta criticar aruinar vida vale pena,El violador eres ..r en tu camino -  Comentarios 7001 - 8000,yes,yes
512,El feminismo es una lacra pum pump que asesina y también mata pump pump en mitad de una pandemia pum pum ellas van y se manifiestan pum pum la portadora eres tú pump pump la asesina eres tú... Se acuerdan de la manifestación del 8 M en Madrid pues ala a poner la melodía yo os pongo la letra.,el feminismo es una lacra pum pump que asesina y también mata pump pump en mitad de una pandemia pum pum ellas van y se manifiestan pum pum la portadora eres tú pump pump la asesina eres tú se acuerdan de la manifestación del ocho m en madrid pues ala a poner la melodía yo os pongo la letra,El feminismo lacra pum pump asesina mata pump pump mitad pandemia pum pum van manifiestan pum pum portadora pump pump asesina tú... Se acuerdan manifestación 8 M Madrid pues ala poner melodía pongo letra.,El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,yes
00910-17,Una mujer policía bro ellas se esfuerzan para proteger a los ciudadanos. No como las estúpidas mujeres feminista.,una mujer policía bro ellas se esfuerzan para proteger a los ciudadanos no como las estúpidas mujeres feminista,Una mujer policía bro esfuerzan proteger ciudadanos. No estúpidas mujeres feminista.,El violador eres ..r en tu camino_Comentarios 4118 - 5000,yes,yes
00923-3,"@user Las feministas nunca serán violadas, ya que no dejan ni que un hombre se acerque a 10 km de distancia",@user las feministas nunca serán violadas ya que no dejan ni que un hombre se acerque a diez km de distancia,"@user Las feministas nunca violadas, dejan hombre acerque 10 km distancia",El violador eres ..r en tu camino_Comentarios 4118 - 5000,yes,yes
02237-7,"@user ejemplo? hablás de la suposición nefasta que hiciste? no voy a responder a esa estupidez, mi último comentario fue hacia tu ""Entonces si lo hacen los hombres es falso pero si lo hacen las mujeres es verdadero. No tiene sentido"" que realmente es tan absurdo y deja ver tu tan débil comprensión. a estudiar pibe.",@user ejemplo hablás de la suposición nefasta que hiciste no voy a responder a esa estupidez mi último comentario fue hacia tu entonces si lo hacen los hombres es falso pero si lo hacen las mujeres es verdadero no tiene sentido que realmente es tan absurdo y deja ver tu tan débil comprensión a estudiar pibe,"@user ejemplo? hablás suposición nefasta hiciste? voy responder estupidez, último comentario hacia ""Entonces hacen hombres falso hacen mujeres verdadero. No sentido"" realmente tan absurdo deja ver tan débil comprensión. estudiar pibe.",El violador eres ..r en tu camino -  Comentarios 9001 - 10000,yes,yes
1406,unas grandes.,unas grandes,grandes.,El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01832-06,"@user Pues si de que se quejan....desde ufff ya tuvieron lo mismo que los hombres y todos los privilegios de ellos y tambien hay mujeres y por la mayoria dicen que el ""himno"" es una ridiculizacion comercial para dejarlas sin guardia a lo que fue el feminismo de antes una cancion de igualdad ahi bien pero esta cancion con los mismos y repetitivos argumentos de una radical como ""patriarcado, opresor, violador, macho"" lo cual ya en si es un tremendisimo dolor de cabeza y sabiendo que esto ya no existe desde hace años",@user pues si de que se quejandesde uf ya tuvieron lo mismo que los hombres y todos los privilegios de ellos y tambien hay mujeres y por la mayoria dicen que el himno es una ridiculizacion comercial para dejarlas sin guardia a lo que fue el feminismo de antes una cancion de igualdad ahi bien pero esta cancion con los mismos y repetitivos argumentos de una radical como patriarcado opresor violador macho lo cual ya en si es un tremendisimo dolor de cabeza y sabiendo que esto ya no existe desde hace años,"@user Pues quejan....desde ufff mismo hombres privilegios mujeres mayoria dicen ""himno"" ridiculizacion comercial dejarlas guardia feminismo cancion igualdad bien cancion mismos repetitivos argumentos radical ""patriarcado, opresor, violador, macho"" tremendisimo dolor cabeza sabiendo existe años",El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
1422,los masculinistas deberian acerca una igual,los masculinistas deberian acerca una igual,masculinistas deberian acerca igual,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,yes
01153-09,@user ahh entonces yo soy un violador opresor y jamás le e echo nada a una mujer ese es problema de las feministas como vos hablan sin saber lo que dicen,@user ahh entonces yo soy un violador opresor y jamás le e echo nada a una mujer ese es problema de las feministas como vos hablan sin saber lo que dicen,@user ahh entonces violador opresor jamás echo mujer problema feministas vos hablan saber dicen,El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,yes
01039-09,"Si no saben está canción habla de lo que pasamos las mujeres veo muchos comentarios ignorante de hombres y mujeres creo
Pero está canción si la escuchas bien habla de lo que pasamos las mujeres del acoso de niñas que an salido violadas por sus propios padres tíos desconocidos por qué solamente se ve bonita y porque se viste bonito a mi me a dado miedo salir a la calle por el acoso de los hombres no me gusta este tipo de comentarios no es que sea feminista pero respeten por lo menos todos somos iguales las mujeres se valoran y se respetan madres amigas tías abuelas desconocidas se respetan arriba mujeres🤱🤰👧👩👩‍👧‍👧👩‍👩‍👧‍👧👩‍👧👩‍👩‍👧 no se queden calladas hay que si decís algo te matamos o matamos a tu mamá ni mierda diga que no va a pasará nada todo va estar bien y lo mismo con los hombres ellos también an sufrido acoso en tre otro pero no como las mujeres pero dejen su machismo no vale 👦🧒👨🧔👨‍👨‍👦👬así que hermosos y hermosos no ala violencia por ningun genero al acoso por ningún género no al rasismo ni a la homofobia bendiciones y que Dios los bendiga de todo mal y peligro los quiero mucho aunque no los conozca bendiciones no sean ignorates 🏳️‍🌈👩‍👩‍👧👩‍👩‍👦👨‍👨‍👧‍👧👨‍👨‍👦‍👦👨‍👨‍👧‍👦👨‍👨‍👧👨‍👨‍👦👩‍👩‍👦‍👦👩‍👩‍👧‍👦👬👭👫✊✊🏻✊🏼✊🏽✊🏾✊🏿💪Fuerza_x79a4d20_怀_x79a4e10_怀_x79a4f00_怀_x79a50e0_怀_x79a5220_怀_x79a5090_怀_x79a5360_怀_x79a5540_怀_x79a54a0_怀_x79a5680_怀_x79a5770_怀_x79a5860_怀_x79a5a40_怀_x79a5b80_怀_x79a59f0_怀_x79a5cc0_怀_x79a5ea0_怀_x79a5e00_怀_x79a5fe0_怀_x79a60d0_怀_x79a6300_怀_x79a6440_怀_x79be7b0_怀_x79be580_怀_x79bea30_怀_x79be0d0_怀_x79bd630_怀_x79bd450_怀_x79bc960_怀_x79bc820_怀_x79bc280_怀_x79bc370_怀_x79bce10_怀_x79bd2c0_","si no saben está canción habla de lo que pasamos las mujeres veo muchos comentarios ignorante de hombres y mujeres creo
pero está canción si la escuchas bien habla de lo que pasamos las mujeres del acoso de niñas que an salido violadas por sus propios padres tíos desconocidos por qué solamente se ve bonita y porque se viste bonito a mi me a dado miedo salir a la calle por el acoso de los hombres no me gusta este tipo de comentarios no es que sea feminista pero respeten por lo menos todos somos iguales las mujeres se valoran y se respetan madres amigas tías abuelas desconocidas se respetan arriba mujeres no se queden calladas hay que si decís algo te matamos o matamos a tu mamá ni mierda diga que no va a pasará nada todo va estar bien y lo mismo con los hombres ellos también an sufrido acoso en tre otro pero no como las mujeres pero dejen su machismo no vale así que hermosos y hermosos no ala violencia por ningun genero al acoso por ningún género no al rasismo ni a la homofobia bendiciones y que dios los bendiga de todo mal y peligro los quiero mucho aunque no los conozca bendiciones no sean ignorates fuerzaxsetenta y nueveacuatrodveintexsetenta y nueveacuatroediezxsetenta y nueveacuatrofceroxsetenta y nueveacincuentaeceroxsetenta y nueveacinco mil doscientos veintexsetenta y nueveacinco mil noventaxsetenta y nueveacinco mil trescientos sesentaxsetenta y nueveacinco mil quinientos cuarentaxsetenta y nueveacincuenta y cuatroaceroxsetenta y nueveacinco mil seiscientos ochentaxsetenta y nueveacinco mil setecientos setentaxsetenta y nueveacinco mil ochocientos sesentaxsetenta y nueveacincoacuarentaxsetenta y nueveacincobochentaxsetenta y nueveacincuenta y nuevefceroxsetenta y nueveacincoccceroxsetenta y nueveacincoeaceroxsetenta y nueveacincoeceroxsetenta y nueveacincofeceroxsetenta y nueveasesentadceroxsetenta y nueveaseis mil trescientosxsetenta y nueveaseis mil cuatrocientos cuarentaxsetenta y nuevebesietebceroxsetenta y nuevebequinientos ochentaxsetenta y nuevebeatreintaxsetenta y nuevebecerodceroxsetenta y nuevebdseiscientos treintaxsetenta y nuevebdcuatrocientos cincuentaxsetenta y nuevebcnovecientos sesentaxsetenta y nuevebcochocientos veintexsetenta y nuevebcdoscientos ochentaxsetenta y nuevebctrescientos setentaxsetenta y nuevebcediezxsetenta y nuevebddosccero",Si saben canción habla pasamos mujeres veo comentarios ignorante hombres mujeres creo Pero canción escuchas bien habla pasamos mujeres acoso niñas an salido violadas propios padres tíos desconocidos solamente ve bonita viste bonito dado miedo salir calle acoso hombres gusta tipo comentarios feminista respeten menos iguales mujeres valoran respetan madres amigas tías abuelas desconocidas respetan arriba mujeres🤱🤰👧👩👩‍👧‍👧👩‍👩‍👧‍👧👩‍👧👩‍👩‍👧 queden calladas decís matamos matamos mamá mierda diga va pasará va bien mismo hombres an sufrido acoso tre mujeres dejen machismo vale 👦🧒👨🧔👨‍👨‍👦👬así hermosos hermosos ala violencia ningun genero acoso ningún género rasismo homofobia bendiciones Dios bendiga mal peligro quiero aunque conozca bendiciones ignorates 🏳️‍🌈👩‍👩‍👧👩‍👩‍👦👨‍👨‍👧‍👧👨‍👨‍👦‍👦👨‍👨‍👧‍👦👨‍👨‍👧👨‍👨‍👦👩‍👩‍👦‍👦👩‍👩‍👧‍👦👬👭👫✊✊🏻✊🏼✊🏽✊🏾✊🏿💪Fuerza_x79a4d20_怀_x79a4e10_怀_x79a4f00_怀_x79a50e0_怀_x79a5220_怀_x79a5090_怀_x79a5360_怀_x79a5540_怀_x79a54a0_怀_x79a5680_怀_x79a5770_怀_x79a5860_怀_x79a5a40_怀_x79a5b80_怀_x79a59f0_怀_x79a5cc0_怀_x79a5ea0_怀_x79a5e00_怀_x79a5fe0_怀_x79a60d0_怀_x79a6300_怀_x79a6440_怀_x79be7b0_怀_x79be580_怀_x79bea30_怀_x79be0d0_怀_x79bd630_怀_x79bd450_怀_x79bc960_怀_x79bc820_怀_x79bc280_怀_x79bc370_怀_x79bce10_怀_x79bd2c0_,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
00557-016,ES QUE JAJA YO PODRÉ SER MUY FEMINISTA PERO JAJAJA LA CANCIÓN ES MUY COMO QUE NO BRO ES RE BOLUDITA LA CANCIÓN JAJAJAJA,es que jaja yo podré ser muy feminista pero jajaja la canción es muy como que no bro es re boludita la canción jajajaja,ES QUE JAJA YO PODRÉ SER MUY FEMINISTA PERO JAJAJA LA CANCIÓN ES MUY COMO QUE NO BRO ES RE BOLUDITA LA CANCIÓN JAJAJAJA,El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,yes
1192,Que ridículas,que ridículas,Que ridículas,El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
1616,"wnn, veo a mxas personas enojas x el ''el violador eras tú, el violador eres tú'', no sé si se dan cuenta q va para los VIOLADORES.
además ponganse en el lugar de las mujeres q fueron violadas y abusadas, encuentro patético q hagan chistes de esta canción pq hacen esto para q reaccionen el sufrimiento q pasan al ser abusadas.","wnn veo a mxas personas enojas x el el violador eras tú el violador eres tú no sé si se dan cuenta q va para los violadores
además ponganse en el lugar de las mujeres q fueron violadas y abusadas encuentro patético q hagan chistes de esta canción pq hacen esto para q reaccionen el sufrimiento q pasan al ser abusadas","wnn, veo mxas personas enojas x ''el violador tú, violador tú'', sé dan cuenta va VIOLADORES. además ponganse lugar mujeres violadas abusadas, encuentro patético hagan chistes canción pq hacen reaccionen sufrimiento pasan ser abusadas.",El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
201,Soy hombre y por nacimiento soy un violador,soy hombre y por nacimiento soy un violador,Soy hombre nacimiento violador,El violador eres ..r en tu camino -  Comentarios 1 - 1000,yes,yes
1055,La canción es buena. Y pegajoza. Palmas y abrazo para quien la inventó. Me gusta.,la canción es buena y pegajoza palmas y abrazo para quien la inventó me gusta,La canción buena. Y pegajoza. Palmas abrazo inventó. Me gusta.,El violador eres ..r en tu camino -  Comentarios 2001 - 3000,yes,yes
01267-031,"@user Se nota que estas bien jodida mentalmente ... Podría responderte de 1000 maneras con buenos argumentos pero no valdrá la pena pues vas a seguir creyendo lo que quieras 
Solo entiende esto: NO ESTÁN CAMBIANDO UNA MIERDA están en una guerra que las antiguas feministas (LAS VERDADERAS) ya ganaron","@user se nota que estas bien jodida mentalmente podría responderte de diez maneras con buenos argumentos pero no valdrá la pena pues vas a seguir creyendo lo que quieras 
solo entiende esto no están cambiando una mierda están en una guerra que las antiguas feministas las verdaderas ya ganaron",@user Se nota bien jodida mentalmente ... Podría responderte 1000 maneras buenos argumentos valdrá pena pues vas seguir creyendo quieras Solo entiende esto: NO ESTÁN CAMBIANDO UNA MIERDA guerra antiguas feministas (LAS VERDADERAS) ganaron,El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,yes
01983-19,Si tu cuidas a la.mujer pero quieres acabar con lo pro vida que también son mujeres ehhhhhhhhhhhhhhhhhhh,si tu cuidas a lamujer pero quieres acabar con lo pro vida que también son mujeres eh,Si cuidas la.mujer quieres acabar pro vida mujeres ehhhhhhhhhhhhhhhhhhh,El violador eres ..r en tu camino -  Comentarios 8001 - 9000,yes,yes
1322,Los memes de esto son espectaculares jajajajajaja,los memes de esto son espectaculares jajajajajaja,Los memes espectaculares jajajajajaja,El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,no
1864,"Lo único que entendí fue viólame Reese, viólame y no pares de violarme",lo único que entendí fue viólame reese viólame y no pares de violarme,"Lo único entendí viólame Reese, viólame pares violarme",El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
00820-2,@user escribes porque te gusta las violaciones y ya has hecho cosas asi a alguien que pena me das ninguna mujer quiere estar contigo y una forma de sobrellevar esa frustracion es cometiendo este tipo de delitos solo a un enfermo le gusta estas cosas,@user escribes porque te gusta las violaciones y ya has hecho cosas asi a alguien que pena me das ninguna mujer quiere estar contigo y una forma de sobrellevar esa frustracion es cometiendo este tipo de delitos solo a un enfermo le gusta estas cosas,@user escribes gusta violaciones hecho cosas alguien pena das ninguna mujer quiere contigo forma sobrellevar frustracion cometiendo tipo delitos solo enfermo gusta cosas,El violador eres ..r en tu camino -  Comentarios 2001 - 3000,yes,yes
01837-01,Tienes razon yo apoyo el femnismo antiguo no el actual que solo quiere asesinar por lo visto,tienes razon yo apoyo el femnismo antiguo no el actual que solo quiere asesinar por lo visto,Tienes razon apoyo femnismo antiguo actual solo quiere asesinar visto,El violador eres ..r en tu camino -  Comentarios 8001 - 9000,yes,yes
02384-43,"@user ¿Que derechos les estamos quitando? Dímelo, lo de decidir en un aborto no es un derecho, porque su derecho termina en cuanto empieza el de la mujer, así de simple.",@user que derechos les estamos quitando dímelo lo de decidir en un aborto no es un derecho porque su derecho termina en cuanto empieza el de la mujer así de simple,"@user ¿Que derechos quitando? Dímelo, decidir aborto derecho, derecho termina empieza mujer, simple.",El violador eres ..r en tu camino -  Comentarios 9001 - 10000,yes,yes
1287,"Dan asco los machirulos y los pibitos de 10 años comentando boludeces, esto pasa en serio! No es una joda, dan asco machirulos!!!!!!",dan asco los machirulos y los pibitos de diez años comentando boludeces esto pasa en serio no es una joda dan asco machirulos,"Dan asco machirulos pibitos 10 años comentando boludeces, pasa serio! No joda, dan asco machirulos!!!!!!",El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,no
102,"Bueno, en definitiva seguro les vinieron bien esas sentadillas",bueno en definitiva seguro les vinieron bien esas sentadillas,"Bueno, definitiva seguro vinieron bien sentadillas",El violador eres ..r en tu camino -  Comentarios 1 - 1000,yes,no
00856-1,"Amigo que debate se puede hacer con estas boludas? Si cuando les decís que estás encontra de su opinión, te dicen "" machista, patriarcal '' y otras boludeces",amigo que debate se puede hacer con estas boludas si cuando les decís que estás encontra de su opinión te dicen machista patriarcal y otras boludeces,"Amigo debate puede hacer boludas? Si decís encontra opinión, dicen "" machista, patriarcal '' boludeces",El violador eres ..r en tu camino -  Comentarios 2001 - 3000,yes,yes
399,"Le explicare.
Que las mujeres. Que reclaman.
No son mujeres. Que tienen que prostituirse
Miles de policias y militares. Roban niñas de lactancia. Para abusarlas sexualmente.
Teniendo prostibulos clandestinos. Fuera debla ciudad.
Las niñas que son robadas son de diferentes sexos.
Y estos en su mente enferma.
Les hacen que les chupen los penes. Hasta que fallezcan. Y ahi. Hay mujeres.
Que al parecer.
Si son locas de remate. Porque apalean a los bebes o niños secuestrados.
Y disfrutan lo que hacen.
Esto lo hacen en el Ecuador.
Este es un virus.
Que tampoco se ve.
Pero se siente.
En muchas vidas perdidas y secuestradas","le explicare
que las mujeres que reclaman
no son mujeres que tienen que prostituirse
miles de policias y militares roban niñas de lactancia para abusarlas sexualmente
teniendo prostibulos clandestinos fuera debla ciudad
las niñas que son robadas son de diferentes sexos
y estos en su mente enferma
les hacen que les chupen los penes hasta que fallezcan y ahi hay mujeres
que al parecer
si son locas de remate porque apalean a los bebes o niños secuestrados
y disfrutan lo que hacen
esto lo hacen en el ecuador
este es un virus
que tampoco se ve
pero se siente
en muchas vidas perdidas y secuestradas",Le explicare. Que mujeres. Que reclaman. No mujeres. Que prostituirse Miles policias militares. Roban niñas lactancia. Para abusarlas sexualmente. Teniendo prostibulos clandestinos. Fuera debla ciudad. Las niñas robadas diferentes sexos. Y mente enferma. Les hacen chupen penes. Hasta fallezcan. Y ahi. Hay mujeres. Que parecer. Si locas remate. Porque apalean bebes niños secuestrados. Y disfrutan hacen. Esto hacen Ecuador. Este virus. Que tampoco ve. Pero siente. En muchas vidas perdidas secuestradas,El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,yes
01287-07,"@user Pensas que me voy a ofender x esas cosas que me dices, se nota pero la verdad esq me importa un nabo y medio lo que me decís, yo no puedo ser la mujer más lista pero se que en este mundo de mierda todo sigue siendo injusto y vos parece que te pensas que en este mundo no existe el machismo o que ya no nos queda nada por hacer a las feministas, la verdad más ignorante no puedes ser sinceramente en vez de enojarme m das pena, mucha pena, te haces el que tienes ""Argumentos"" y no tienes ninguno, lo único que haces es insultar como un bobo. Vamos tira un argumento y deja de pelear como un pibe chiquito!",@user pensas que me voy a ofender x esas cosas que me dices se nota pero la verdad esq me importa un nabo y medio lo que me decís yo no puedo ser la mujer más lista pero se que en este mundo de mierda todo sigue siendo injusto y vos parece que te pensas que en este mundo no existe el machismo o que ya no nos queda nada por hacer a las feministas la verdad más ignorante no puedes ser sinceramente en vez de enojarme m das pena mucha pena te haces el que tienes argumentos y no tienes ninguno lo único que haces es insultar como un bobo vamos tira un argumento y deja de pelear como un pibe chiquito,"@user Pensas voy ofender x cosas dices, nota verdad esq importa nabo medio decís, puedo ser mujer lista mundo mierda sigue siendo injusto vos parece pensas mundo existe machismo queda hacer feministas, verdad ignorante puedes ser sinceramente vez enojarme m das pena, mucha pena, haces ""Argumentos"" ninguno, único haces insultar bobo. Vamos tira argumento deja pelear pibe chiquito!",El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,no
00875-45,"Persona x : por que la humanidad no evolucióna
Yo: por que hay personas pendejas que se ríen de una violacion, y odian más a las feministas que a un propio feminicida*","persona x por que la humanidad no evolucióna
yo por que hay personas pendejas que se ríen de una violacion y odian más a las feministas que a un propio feminicida","Persona x : humanidad evolucióna Yo: personas pendejas ríen violacion, odian feministas propio feminicida*",El violador eres ..r en tu camino_Comentarios 4118 - 5000,yes,yes
116,Pq mesclan el feminismo con el aborto ? Se ponen el pañuelo violeta para ni una menos y despues el verde para matar a una niña no deciada?no tiene nada de coherencia lo q hacen,pq mesclan el feminismo con el aborto se ponen el pañuelo violeta para ni una menos y despues el verde para matar a una niña no deciadano tiene nada de coherencia lo q hacen,Pq mesclan feminismo aborto ? Se ponen pañuelo violeta menos despues verde matar niña deciada?no coherencia hacen,El violador eres ..r en tu camino -  Comentarios 1 - 1000,yes,yes
